prompt_short,n,band_mean,band_std,word_count_mean,prompt_overlap_mean
Some people believe that violence on television and in computer games has a damaging effect on the society. Others deny ,4,4.5,2.1213203435596424,297.5,0.4125
"Some people believe that time spent on television, video and computer games can be valuable for children. Others believe",4,4.875,1.7500000000000002,305.25,0.5
"Many employees may work at home with the modern technology. Some people claim that it can benefit only the workers, not ",4,4.0,0.408248290463863,274.25,0.5384615384615384
"Some people believe that we cannot learn anything from the past for our life today, while others believe that history is",4,6.5,0.408248290463863,338.75,0.6057692307692308
Many jobs that used to be done by humans are now being done by machines. Does this development bring more advantages or ,4,5.75,1.3228756555322954,268.25,0.725
"Some people think that the main purpose of schools is to turn children into good citizens and workers, rather to benefit",4,5.5,1.4142135623730951,273.25,0.4375
"Some people think that the main purpose of school is to turn children into good citizens and workers, rather to benefit ",4,5.625,1.1086778913041726,303.25,0.625
"In many parts of the world, people now often throw things away when they are broken and buy new ones, whereas in the pas",4,5.75,2.217355782608345,347.5,0.5555555555555556
"Some people think that robots are very important to human's future development, while others believe they are dangerous ",4,6.125,1.4930394055974097,276.75,0.3970588235294118
In some countries people encourage teenagers to find part-time jobs. Some people agree and others don’t. Review both sid,4,6.25,0.28867513459481287,355.25,0.4642857142857143
Some people believe that a greater difference in age between parents and children is more beneficial than less of a diff,4,5.0,1.4719601443879744,342.25,0.5416666666666666
Newspapers have influenced people's ideas and opinions. What are the reasons for this? Is this a positive or a negative ,4,6.25,0.9574271077563381,301.5,0.5277777777777778
"Some people believe that celebrities have a positive effect on society, while others think that their effect is harmful ",4,4.875,2.286737122335374,270.75,0.4464285714285714
Universities should accept equal numbers of male and female students in every subject.To what extent do you agree or dis,4,6.75,0.4999999999999999,310.25,0.475
Write about the following topic.Bullying is a big problem in many schools.What do you think are the causes of this? What,4,6.125,0.75,282.5,0.21052631578947367
"While many people go to university for academic study, more people should be encouraged to do vocational training becaus",4,6.875,1.4361406616345072,297.0,0.6333333333333333
Write about the following topic. Some people think that art is an essential subject for children at school while others ,4,5.5,1.224744871391589,343.0,0.39260869565217393
Employment should give their staff at least a 4-week holiday a year to make employees better at their jobs. To what exte,4,4.0,1.4719601443879744,336.5,0.6428571428571429
In some countries more and more people are becoming intrested in finding out about the history of the house or building ,4,6.75,0.8660254037844386,315.25,0.5
"Some people think that studying at university or college is the best route to a successful career, while others believe ",4,5.125,2.358495283014151,301.75,0.5126488095238095
"In some countries, more and more people are becoming interested in finding out about the history of house or building th",4,5.875,1.25,264.5,0.5
Some people think that robots are important for humanʼs future development. Others think that robots have negative effec,4,6.625,0.75,278.75,0.5166666666666666
Some people say that what children watch influences their behaviour. Others believe the amount of time they spend on tel,4,6.75,0.8660254037844386,324.0,0.48333333333333334
Some people say that what children watch influences their behaviours. Others believe the amount of time they spend on te,4,5.375,0.8539125638299665,297.0,0.5666666666666667
Some people use social media to keep in touch with other people and news events. Do you think advantages of this out wei,4,5.75,0.6454972243679028,313.25,0.5909090909090909
Some systems require students to specialize in a limited range of subjects from the age of fifteen. Other systems requir,4,6.125,0.8539125638299665,345.75,0.6875
Some school leavers travel or work for a period of time instead of going directly to the university. What are the advant,4,6.25,0.28867513459481287,323.25,0.5625
"In many countries, people have children later in life than in the past. What are the causes of this? Do the advantages o",4,5.25,2.179449471770337,272.5,0.6590909090909091
Some people believe that the best way to solve environmental problems is to increase the cost of fuel for cars and other,4,5.75,2.254624876411447,334.25,0.5791666666666666
Some people believe that schools should include competitive sports as a subject while others believe that it has negativ,4,5.375,1.4930394055974099,291.75,0.5
Many universities graduates cannot find a job in their choosen profession. What factors may have caused this situation a,4,5.0,2.3804761428476167,267.75,0.3958333333333333
Many university graduates connot find a job in their chosen profession. What factors may have caused this situation and ,4,5.625,1.75,279.25,0.35833333333333334
Many universities graduates cannot find a job in their chosen profession. what factors may have caused this situation an,4,6.25,2.254624876411447,315.75,0.375
"Many university graduates cannot find a job in their chosen profession, what factors may have caused this situation and ",4,6.0,1.224744871391589,261.25,0.5
Studies have shown that most criminals have low levels of education. Because of this many believe that the best way to r,4,5.25,1.8929694486000912,330.25,0.359375
"In many countries women and men are working full time. It is therefore, logical for women and men to share household wor",4,6.875,1.547847968417226,277.75,0.5357142857142857
"In many countries, Government likes to spend more money on the arts. Some people agree with this. Others think the gover",4,5.875,2.0155644370746373,318.25,0.5441176470588236
"In many countries today, parents are able to choose to send their childen to single-sex schools or co-educational school",4,6.75,1.0408329997330665,339.75,0.5119047619047619
"In many countries today, parents are able to choose to send their children to single sex schools or co-educational Schoo",4,5.25,1.3228756555322954,343.0,0.5789473684210527
Some people believe that teenagers should be required to do unpaid community work in their free time. This can benefilt ,4,6.125,0.6291528696058959,282.0,0.5714285714285714
"Many people argue that in order to improve the quality of education, high school students should be encouraged to make c",4,6.0,2.041241452319315,277.75,0.46616809116809116
Some people believe that the government Should take care of old people and provide financial support after they retire. ,4,5.625,1.181453906563152,305.5,0.43478260869565216
Some people believe that the government should continuously support the development of arts. Others believe that the mon,4,5.875,2.056493779875511,301.5,0.484375
Some people think the governments should increase the cost of fuel for cars and other vehicles in order to solve environ,4,6.125,1.547847968417226,307.0,0.55
Some people think the governments should increase the cost of fuel for cars and other vehicles in order to solve the env,4,4.875,1.6007810593582121,288.25,0.5166666666666666
It is crucial for all towns and cities to have large public spaces such as squares and parks. Do you agree or disagree w,4,4.75,1.0408329997330663,352.0,0.75
"Some people say that when deciding how taxes should by spent, the government should prioritize health care. To what exte",4,6.5,0.9128709291752769,298.75,0.4318181818181818
Write about the following topic.The only way to reduce the amount of traffic in cities today is by reducing the need for,4,6.375,0.75,348.75,0.41666666666666663
"Computers are now the basis of the modern world. They should therefore be introduced into classrooms, and their programs",4,8.0,1.224744871391589,309.0,0.3833333333333333
"Write about the following topic:Rich countries often give money to poorer countries, but it does not solve poverty. Ther",4,6.25,0.5,348.25,0.41964285714285715
Write about the following topic.Some people think that it is more beneficial to take part in sports which are played in ,4,6.875,1.0307764064044151,299.0,0.3706896551724138
Consumers are faced with increasing number of advertisements from competing companies.to what extent do you think are co,4,6.0,0.40824829046386313,311.25,0.46428571428571425
"Write about the following topic.People in all modern societies use drugs, but today's youth are experimenting with both ",4,7.5,0.408248290463863,289.25,0.30357142857142855
Write about the following topic.In some parts of the world people try to find out one's own family history. Why do peopl,4,6.5,1.0801234497346432,285.5,0.3214285714285714
"It is important for everyone, including young people, to save money for their future. To what extent do you agree or dis",4,8.5,0.40824829046386285,288.75,0.625
Some people think that hosting international sports events may be beneficial for a country. Discuss both views.,4,6.625,0.75,305.0,0.6
"Some people think that it is beneficial for students to go to private secondary schools, but others think that it has ne",4,5.0,2.345207879911715,275.5,0.5166666666666666
Some people think that children should learn to paint and draw. Others believe that is a waste of time. Discuss both vie,4,6.625,2.096624270901521,283.75,0.6220238095238095
Public health is becoming an urgent issue now a days. some argue that government should create nutrition ad food choice ,4,5.875,1.3768926368215255,258.25,0.4659090909090909
"Some people think that government should provide assistance to all kinds of artists, while some others think it is a was",4,5.375,2.0155644370746373,312.0,0.7859848484848485
People nowadays tend to have children at older age. Do the advantages outweigh of the disadvantages?,4,5.875,0.478713553878169,287.0,0.40625
"Some people think that families have the most powerful influence on a child’s development, while others think other fact",4,5.875,0.9464847243000455,267.25,0.5263157894736842
"Some people think robots can improve human life in future, while others think robots may affect society in a bad way. Di",4,6.25,1.1902380714238083,316.0,0.5166666666666666
Some people think news has no connection to the people lives. So it is a waste of time to read the news in newspaper and,4,6.75,2.179449471770337,276.75,0.6
Some people think that art is an essential subject for children at school while other think it is a waste of time. Discu,4,6.5,0.408248290463863,320.75,0.5833333333333334
"Some people think that THE MAIN PURPOSE of SCHOOL is to turn children to good citizens and workers, rather than benefit ",4,6.875,1.181453906563152,324.25,0.515625
"some people think that giving aid to poor countries has positive effect, while others believe that international aid sho",4,7.375,0.75,292.25,0.5
some people think that art is an essential subject for children at school while others think it is a waste of time. Disc,4,4.0,2.857738033247041,242.25,0.4807692307692308
some people think that art is an essential subject for children at school while others think it is a waste of time. disc,4,6.5,0.5773502691896258,295.75,0.6538461538461539
"some people think that studying at university or college is the best route to a successful career ,while others believe ",4,6.75,1.2583057392117916,316.0,0.578125
People nowadays tend to have children at an later/older ages. Do the advantages outweigh the disadvantages?,4,4.875,1.8874586088176875,299.0,0.725
Accomodation and transport problems are increasing in many large cities. Businesses are encouraged to move to rural area,4,6.875,0.47871355387816916,291.25,0.6
newspapers have a significant influence on people's ideas and opinions. Why is this happening? Is it a positive or a neg,3,6.833333333333333,1.2583057392117916,282.6666666666667,0.5333333333333333
Some people think that illegal internet download are having a negative effect on the music industry. Others feel that th,3,5.666666666666667,1.8929694486000912,330.3333333333333,0.5185185185185185
"As housing is a basic need for people, the government should provide free housing for everyone who cannot afford it. To ",3,5.5,1.5,311.0,0.641025641025641
Individuals can do nothing to improve the environment; only governments and large companies can make a difference.To wha,3,7.333333333333333,1.4433756729740645,293.3333333333333,0.3666666666666667
"In today's world, many people argue that it is essential to address environmental issues, while others believe that the ",3,5.166666666666667,0.2886751345948129,284.6666666666667,0.32
People nowadays tend to have children in older ages. do the advantages of this oyutweigh the disadvantages?,3,7.0,0.5,279.0,0.7037037037037037
Some people think that art is an essential subject for children at school while other thing it is a waste of time discus,3,4.5,1.8027756377319946,281.0,0.5128205128205129
some people think governments should focus on reducing environmental pollution and hosing problems to help people to pre,3,5.0,1.7320508075688772,266.0,0.20833333333333334
Individuals can do nothing to improve the environment; only governments and large companies can make a difference. To wh,3,6.833333333333333,0.28867513459481275,311.3333333333333,0.6944444444444443
Nowadays machines have become more sophisticated due to which more and more jobs and tasks which involve high physical w,3,6.666666666666667,1.6072751268321592,275.3333333333333,0.5
"Nowadays celebrities are more famous for their glamour and wealth than for their acheivements, and this sets a bad examp",3,5.833333333333333,1.2583057392117918,306.3333333333333,0.5128205128205128
Some of the people believe that video games are useful for children while others say these games have harmful effects. D,3,5.166666666666667,1.8929694486000914,275.3333333333333,0.787878787878788
Some people think that art is an essential subject for children at school while others think it is a wast of time. Discu,3,5.833333333333333,2.0207259421636903,272.6666666666667,0.4047619047619047
"As well as making money, businesses should also have social responsibilities. To what extent do you agree or disagree?",3,6.833333333333333,0.2886751345948129,384.3333333333333,0.6333333333333333
"Interviews form the basic selecting criteria for most large companies. However, some people think that the interview is ",3,6.833333333333333,2.0816659994661326,330.6666666666667,0.5499999999999999
"Interviews form the basic selection criteria for most large companies. However, some people think that interview is not ",3,4.833333333333333,2.0816659994661326,319.0,0.6833333333333332
"Some people think that children should not watch television, because it has negative effects, while others believe it he",3,6.0,0.8660254037844386,290.0,0.5238095238095238
"Interview forms the basic selection criteria for most large companies. However, some people think that interview is not ",3,5.333333333333333,2.4664414311581235,279.0,0.40740740740740744
"Interviews form the basic selecting criteria for most large companies. However, some people think that interview is not ",3,3.3333333333333335,0.2886751345948129,291.3333333333333,0.3736842105263158
"Some people think history has nothing or little to tell us, but others think that studying the past history can help us ",3,5.833333333333333,1.1547005383792517,350.0,0.5098039215686275
"Some people think museums should be enjoyable places to attract and entertain young people, while others think the purpo",3,6.833333333333333,0.7637626158259734,327.6666666666667,0.5333333333333333
SOME PEOPLE BELIEVE THAT EVENTUALLY ALL JOBS WILL BE DONE BY ARTIFICIALLY INTELLIGENT ROBOTS. WHAT IS YOUR OPINION?,3,7.5,1.7320508075688772,300.6666666666667,0.6296296296296297
"Interview form the basic selection criteria for most large companies. However, some people think that interview is not a",3,5.833333333333333,1.6072751268321592,283.6666666666667,0.3157894736842105
Pollution and other environmental damages are caused by a country developing and becoming richer. This problem cannot be,3,6.0,1.7320508075688772,318.0,0.5128205128205129
"Schools should focus on academic success and passing examinations. Skills such as cookery, dressmaking and woodworking s",3,5.166666666666667,1.607275126832159,322.6666666666667,0.5185185185185185
"SOme believe that many countries, the investment of public money in arts can be justified. Other think that the governme",3,6.666666666666667,1.0408329997330663,313.0,0.4705882352941176
Write about the following topic.Young people in the modern world seem to have more power and influence than any previous,3,6.666666666666667,0.5773502691896258,375.0,0.36231884057971014
Nowadays people have cosmetic surgery to improve life. Why do many more people choose these operations? Do you think thi,3,5.333333333333333,2.0816659994661326,339.3333333333333,0.7435897435897436
Some countries have an ever-increasing proportion of the population who are aged 15 and younger. What is your opinion of,3,6.666666666666667,1.0408329997330663,322.6666666666667,0.6060606060606061
Some people believe that advertising has a strong effect on a person’s decision-making process. Others feel that it has ,3,5.333333333333333,0.7637626158259734,341.3333333333333,0.5555555555555556
Write about the following topic.Many parents today organise extra classes for their children after school and at the wee,3,6.5,1.3228756555322954,321.6666666666667,0.3866666666666667
Write about the following topic.Cohabitation is believed to bring huge advantages for young people since it enables them,3,7.833333333333333,1.0408329997330665,337.0,0.24691358024691357
"Write about the following topic.In many countries, a small number of people earn extremely high salaries. Some people be",3,6.0,0.5,271.6666666666667,0.4479166666666667
"Directors of organizations receive higher salaries than the ordinary worker, some people think it is necessary while oth",3,5.5,2.0,325.6666666666667,0.6875
"Detailed description of crimes on newspaper and TV can have bad consequences on society, so this kind of information sho",3,6.0,0.5,282.0,0.39377289377289376
Write about the following topic:Some people believe that it is important to spend a lot of money on family celebrations.,3,6.5,0.5,305.6666666666667,0.3333333333333333
Consumers are faced with increasing number of advertisements from competing companies. To what extent do you think are c,3,5.0,1.8027756377319946,332.3333333333333,0.47069597069597074
Write about the following topic.Rich countries should allow jobs for skilled and knowledgeable employees who are from po,3,6.666666666666667,1.4433756729740643,320.3333333333333,0.4761904761904761
Write about the following topic.Some organisations believe that their employees should dress smartly. Others value quali,3,6.5,0.5,358.6666666666667,0.375
"Write about the following topic.Nowadays, sports is a big business with high earnings for professional sports people and",3,6.833333333333333,1.0408329997330663,305.3333333333333,0.24
Some people argue that governments should make laws regarding people’s nutrition and food choices to improve public heal,3,6.166666666666667,1.5275252316519465,330.6666666666667,0.6060606060606061
Directors of organizations receive higher salaries than the ordinary worker. Some people think it is necessary while oth,3,6.0,0.5,270.6666666666667,0.4375
More people decided to have children in their later age than in the past. Why? Do advantages outweigh the disadvantages.,3,4.0,3.278719262151,398.3333333333333,0.7916666666666666
Some people believe that climate has the greatest effect on people's way of life. Other believe that the economy of the ,3,5.5,1.3228756555322954,290.6666666666667,0.6410256410256411
Write about the following topic.Some people believe women are better leaders than men. To what extent do you agree or di,3,6.833333333333333,1.6072751268321592,305.3333333333333,0.35000000000000003
Write about the following topic.Most people have forgotten the meaning behind traditional or religious festivals; during,3,6.5,0.5,380.6666666666667,0.4074074074074074
"Some people believe that competitive sports, both team and individual, have no place in the school curriculum and should",3,5.0,0.0,316.3333333333333,0.367816091954023
Write about the following topic. Some employers believe that job applicants’ social skills are more important than their,3,6.833333333333333,0.2886751345948129,285.0,0.40821256038647347
Some people believe that eventually all jobs will be done by artificially inetligent robots. What is your opinion?,3,6.166666666666667,1.8929694486000914,246.0,0.5925925925925926
Some people think that holding olympic Games has positive effects for a host country while others believe that it has a ,3,5.333333333333333,2.565800719723442,252.66666666666666,0.29411764705882354
Some people think children should learn to paint and draw at school. Others believe it is just a waste of time. Discuss ,3,5.333333333333333,2.0207259421636903,262.6666666666667,0.6666666666666666
Some people think that money spent on developing the technology for space exploration is not justified. There are more b,3,6.5,1.3228756555322954,315.0,0.5698412698412699
"Some people say that when deciding how taxes should be spent, governments should prioritise health care. Other people be",3,5.333333333333333,1.6072751268321592,285.6666666666667,0.5294117647058824
Some people say that to prevent illness and disease government should focus more on reducing environmental pollution and,3,5.166666666666667,3.214550253664318,248.0,0.30952380952380953
Some people say that to prevent illness and diseases government should focus more on reducing environmental pollution an,3,6.5,0.8660254037844386,250.33333333333334,0.6385281385281386
"Some people think that instead of preventing the climate change, we need to find a way to live with it. To what extent d",3,5.666666666666667,1.2583057392117916,298.3333333333333,0.47222222222222227
Some people think that increasing the cost of fuel is one of the best ways to solve environmental problems. To what exte,3,5.166666666666667,2.0207259421636903,287.3333333333333,0.4523809523809524
Some people think that for robots are very important to you human future development. other think that they are dangerou,3,6.166666666666667,0.7637626158259733,298.6666666666667,0.4444444444444444
Some people think that government should focus on environmental pollution and housing problem to help people prevent ill,3,7.5,1.3228756555322954,386.6666666666667,0.39999999999999997
It is generally observed that almost all high level jobs are done by men. Does it mean that the government should encour,3,6.666666666666667,0.5773502691896258,317.6666666666667,0.35294117647058826
It is generally observed that almost all high level jobs are done by men.Does it mean that the government should encoura,3,6.166666666666667,1.0408329997330663,296.3333333333333,0.4166666666666667
Some people think that children should study in school the subject of science of food and how to prepare it properly. Ot,3,7.0,0.5,318.3333333333333,0.5873015873015873
"Some people think that competitive sports are important for a child education, others think that it has negative effects",3,5.0,1.7320508075688772,276.6666666666667,0.4761904761904762
"Some people think that governments should ban dangerous sports, while others think people should have freedom to do any ",3,6.166666666666667,0.7637626158259734,275.3333333333333,0.5277777777777778
"While some people think that art is an important subject for children to study, others think it is a waste of time. Disc",3,5.5,2.598076211353316,283.6666666666667,0.48717948717948717
"Traffic and housing problems could be solved by moving large companies, factories and their employees to the countryside",3,6.666666666666667,0.2886751345948129,293.6666666666667,0.6923076923076924
Fewer young people choose to work in farming. What are the reasons? Should young people be encouraged to do farming work,3,5.5,1.8027756377319946,317.6666666666667,0.8333333333333334
"Some people believe that competitive sports have a positive effect on children’s education, while others believe there i",3,4.166666666666667,2.254624876411447,296.6666666666667,0.4583333333333333
Some people believe that climate has the greatest effect on people ‘s way of life. Others believe that the economy of th,3,5.666666666666667,2.0207259421636903,282.3333333333333,0.5897435897435898
Newspapers have influence on people’s ideas and opinions. What are the reasons? Is it negative or positive development?,3,6.166666666666667,0.2886751345948129,277.3333333333333,0.5185185185185185
"New technology has resulted in many jobs, which used to be performed by people, now being done by computers or robots. D",3,6.833333333333333,0.7637626158259734,342.6666666666667,0.6222222222222222
Newspapers ahve influenced people's ideas and opinions. What are the reasons for this? Is this a positive or a negative ,3,7.0,1.3228756555322954,286.0,0.5333333333333333
Write about the following topic.An increasing number of people are choosing to have cosmetic surgery in order to improve,3,7.833333333333333,1.0408329997330663,273.3333333333333,0.35802469135802467
Housing shortages in big cities can cause severe social consequences. Some people think only government action can solve,3,5.166666666666667,1.8929694486000912,291.6666666666667,0.4375
Some people believe that climate change has the greatest effect on people’s way of life. Others believe the economy of t,3,6.0,0.5,304.3333333333333,0.5476190476190476
The number of TV programs is growing day by day .some people say that it is good as it is gives people more choices whil,3,3.0,0.5,298.0,0.6410256410256411
The only way to improve safety of our roads is to give much stricter punishments on driving offenses. To what extent do ,3,4.666666666666667,2.254624876411447,274.0,0.4444444444444445
Films and computer games containing violence are popular. Some people say they have negative effects on society and shou,3,5.5,1.7320508075688772,265.6666666666667,0.6111111111111112
"In some countries , more and more people are becoming interested in finding out about the history of the house or buildi",3,3.6666666666666665,0.5773502691896257,251.0,0.6969696969696969
In some countries celebrities complain about way about the way media publicize their private lives. Some people say that,3,6.5,1.3228756555322954,306.3333333333333,0.35897435897435903
Some people think that robots are important for humans’ future development. Other think that robot have negative effects,3,6.0,2.5,300.0,0.39999999999999997
"In some countries, people are having children at later age in life. What are the reasons? Do the advantage outweigh disa",3,4.0,0.8660254037844386,304.6666666666667,0.48148148148148157
"In some contries, more and more people are becoming interested in finding out about the history of the house or building",3,5.5,0.8660254037844386,266.0,0.48484848484848486
Some people think that museum should be an enjoyable places to attract and entertain young people. Others think the purp,3,3.1666666666666665,0.5773502691896258,266.3333333333333,0.5
"Some people think that museum should be enjoyable places to entertain people, while others believe that the purpose of m",3,4.666666666666667,0.2886751345948129,263.6666666666667,0.5238095238095238
"Some people think that it is important to use leisure time for activities that improve the mind, such as reading and doi",3,6.666666666666667,0.5773502691896257,332.6666666666667,0.4567901234567901
"Some people think that it is more beneficial to take part in sports which are played in teams, like football, while othe",3,7.166666666666667,1.0408329997330663,280.6666666666667,0.6140350877192983
Today family members do not eat meals together. Why does this happen? Is this a positive or negative developmentGive rea,3,6.333333333333333,0.7637626158259733,264.0,0.2916666666666667
"To succeed in a business, one needs to be good at maths. To what extent do you agree or disagree?",3,9.0,0.0,265.3333333333333,0.2916666666666667
The world has many towns and cities constructed in previous centuries that were more suitable and livable for people in ,3,6.333333333333333,1.0408329997330665,328.3333333333333,0.4166666666666667
"Today, the high sales of popular consumer goods reflect the power of advertising and not the real needs of the society i",3,6.166666666666667,1.0408329997330663,296.0,0.4791666666666667
"If a product is good or it meets people's needs, people will buy it. So advertising is unnecessary and no more than ente",3,6.833333333333333,0.7637626158259734,277.0,0.5
Human activities have negative effects on plants and animals species. Some people think that is too late to do anything ,3,7.0,1.0,320.0,0.3833333333333333
Human activities have negative effects on the plant and animal species. Some people think it is too late to do anything ,3,5.166666666666667,1.4433756729740645,285.3333333333333,0.47826086956521735
Human activities have negative effects on plant and animals species. Some people think it is too late to do anything abo,3,5.833333333333333,0.2886751345948129,316.0,0.6956521739130435
"The unlimited uses of cars may cause many problems. What are those problems? In order to reduce this problem, should we ",3,7.0,1.5,280.3333333333333,0.45454545454545453
Some people believe that it is parents who teach children to recycle waste. While others feel schools are more responsib,3,5.5,1.7320508075688772,317.6666666666667,0.719017094017094
Men and women are different in terms of their characteristics and abilities. For this reason some job are better done by,3,3.8333333333333335,0.5773502691896257,265.6666666666667,0.3333333333333333
Some people believe that governments should make laws about people’s nutrition and food choice while others argue that i,3,7.333333333333333,1.5275252316519465,350.3333333333333,0.4761904761904762
Human activities have negative effects on plants and animal species . Some people think that it is too late to do anythi,3,6.666666666666667,0.2886751345948129,311.6666666666667,0.48484848484848486
Some people believe that eventually all jobs will be done by artificially intelligent robots. What is your opinions?,3,5.0,2.6457513110645907,234.66666666666666,0.3333333333333333
Some people believe that eventually all jobs will be done by artificially intelligent robots. What is your Opinion?,3,6.166666666666667,2.3094010767585034,280.6666666666667,0.5925925925925926
Some people believe that eventually all jobs will be done by artificially intelligent robots. What is your opinion ?,3,4.666666666666667,2.565800719723442,303.0,0.5555555555555555
Men do most of the high level jobs are done by men. Should the government encourage a certain percentage of these jobs t,3,6.0,1.3228756555322954,275.3333333333333,0.5
"Some people believe that studying at university or college is the best route to a a successful career, while others beli",3,5.5,0.8660254037844386,725.0,0.4901960784313726
"Some people believe that studying at university or college is the best route to a successful career , while others belie",3,4.5,1.7320508075688772,320.0,0.5087719298245613
"In many countries today, parents are able to choose to send their children to single-sex schools or coeducational school",3,6.5,1.5,294.3333333333333,0.543859649122807
Some people believe that eventually all the jobs will be done by artificial intelligence. What is your opinion?,3,6.0,1.3228756555322954,292.3333333333333,0.625
Some people believe that eventually all jobs will be done by artificially intelligent robots. What is your opinion? Give,3,5.666666666666667,1.4433756729740645,248.66666666666666,0.4303670186023127
THE ONLY WAY TO IMPROVE ROAD SAFETY IS TO GIVE MUCH STRICTER PUNISHMENTS ON DRIVING OFFENCES. TO WHAT EXTENT DO YOU AGRE,3,6.333333333333333,0.2886751345948129,292.6666666666667,0.5277777777777778
"In some citites and towns all over the world ,the high volume of traffic is a problem.what are the causes of this and wh",3,5.5,1.3228756555322954,331.3333333333333,0.3636363636363636
"In some cities and towns all over the world, the high volume of traffic is a problem. What are the causes of these and w",3,6.0,0.5,321.3333333333333,0.6363636363636364
"In recent years, “responsible tourist” have paid attention to preserving both culture and environment of the places they",3,5.0,1.3228756555322954,296.0,0.5686274509803922
Some people think that teenagers should be required to do unpaid work in their free time to help the local community The,3,7.166666666666667,0.28867513459481275,298.6666666666667,0.4166666666666667
"Some people say that fashion affects our lives in a negative way. However, others say that it has more positive effects ",3,5.166666666666667,1.4433756729740643,303.0,0.4615384615384615
Some people say that government should focus on reducing environmental pollution and housing problems to help people pre,3,6.666666666666667,0.2886751345948129,334.6666666666667,0.5111111111111111
Many countries are spending a huge amount of money on supporting their competitors to take part in some worldwide compet,3,5.333333333333333,1.6072751268321592,277.6666666666667,0.4920634920634921
Many countries spend large amounts of money on preparing competitors in major world sporting events such as the Olympic ,3,6.166666666666667,1.0408329997330663,332.3333333333333,0.5466666666666667
"In some cities people are choosing cars instead of bicycles, while in other cities riding bikes is replacing cars. Why i",3,4.5,1.8027756377319946,316.6666666666667,0.5384615384615384
"In some countries, more and more people are becoming interested in finding out about the histrory of the house or buildi",3,5.833333333333333,0.5773502691896257,316.3333333333333,0.5151515151515151
"In some countries, more and moe people are becoming interesteed in finding out about the history of the house or buildin",3,5.333333333333333,1.6072751268321592,277.6666666666667,0.6060606060606061
"Some people think that technology makes life complex, so we should make our life simpler without using the technology. T",3,5.666666666666667,0.5773502691896258,295.3333333333333,0.6153846153846154
"Some people think that parents should tell stories or read to their children. However, others believe that these days th",3,5.5,2.598076211353316,332.3333333333333,0.542063492063492
"Some people think that providing many TV channels is a great thing, but others think that this may affect the quality of",3,3.6666666666666665,0.2886751345948129,235.0,0.2888888888888889
Some people think that teenagers should be required to do unpaid community work in their free time. They believe this wo,3,6.0,1.5,263.6666666666667,0.5367965367965368
"Some people think that robots are very important for humans' future development. Others, however, think that robots are ",3,5.333333333333333,1.6072751268321592,294.3333333333333,0.543859649122807
Many university students cannot find a job in their chosen profession. What factors may have caused this situation and w,3,7.666666666666667,0.5773502691896257,344.3333333333333,0.3888888888888889
Many university graduates cannot find a job in their chosen profession.What factor may have caused this situation and wh,3,6.166666666666667,1.2583057392117918,288.3333333333333,0.38888888888888884
Many people use social media on regular basis in order to keep in touch with the news and with other people.Do you think,3,5.5,1.7320508075688772,309.0,0.6
"Many people, especially young children, watch too much television. Some experts think that this can be dangerous, and th",3,6.5,0.0,269.3333333333333,0.4912280701754386
Some people believe that planing for the future is a waste of time because they think that focusing on the present is mo,3,7.0,2.6457513110645907,286.6666666666667,0.4230769230769231
"Some people believe that professionals, such as doctors and engineers, should be required to work in the country where t",3,7.333333333333333,0.7637626158259734,270.0,0.6666666666666666
Many people argue that in order to improve educational quality high school students should be encouraged to question and,3,6.333333333333333,0.7637626158259734,336.0,0.4358974358974359
Some people believe that the best way to produce responsible citizens is to teach discipline and obedience in schools. O,3,5.166666666666667,0.2886751345948129,281.0,0.41379310344827586
Some people believe that teenagers should be required to do unpaid community work in their free time . This can benefit ,3,7.166666666666667,1.0408329997330663,289.3333333333333,0.6063492063492063
Many students find it difficult to focus or pay attention at school nowadays. What are the reason for this? What can be ,3,4.833333333333333,1.8929694486000912,263.3333333333333,0.4444444444444445
"In many countries, more and more young people are leaving school and unable to find job after graduation. What peoblem d",3,6.166666666666667,0.2886751345948129,276.0,0.3833333333333333
"In many countries, more and more young people are leaving school and unable to find jobs after graduation. Give reasons ",3,5.5,1.8027756377319946,276.6666666666667,0.5714285714285715
"In many countries, owning a home has become increasingly difficult for young adults, as housing prices continue to rise.",3,5.166666666666667,0.28867513459481275,278.6666666666667,0.3854166666666667
Some people think that the only way to improve safety on our roads is to give much stricter punishments on driving offen,3,7.0,0.5,304.0,0.5476190476190476
"Some people think that the main purpose of schools is to turn children into good citizens and workers, rather than to be",3,6.666666666666667,1.0408329997330663,334.0,0.5208333333333334
"Some people think that the main benefit of international cooperation is in the protection of the environment, while othe",3,4.666666666666667,2.565800719723442,292.6666666666667,0.5294117647058824
Many jobs that are done by people are now done by machines and computers. Some people that this is a positive developmen,3,7.333333333333333,1.6072751268321592,287.0,0.5416666666666666
Many customs and traditional ways of behaviour are no longer relevant to the modern life and not worth keeping. Do you a,3,7.5,0.8660254037844386,278.3333333333333,0.5897435897435898
Some people believe that younger family members should be legally responsible for supporting older family members when t,3,5.833333333333333,0.2886751345948129,326.6666666666667,0.48148148148148145
Some people think that the most important thing about being rich is it gives a person the opportunity to help other peop,3,6.5,0.8660254037844386,313.6666666666667,0.3971291866028708
"Some people say that the best way to improv public health by increasing sports facility, others however say that they wo",3,6.0,0.8660254037844386,274.3333333333333,0.4385964912280702
